fips,fips_char,cbsa13,cbsatype13,cbsaname,pop10,purchase2015,purchase2016,purchase2017,purchase2018,purchase2019,purchase2020,purchase2021,purchase2022,rolling_average,proportion1000
8039,08039,19740,Metro,"Denver-Aurora-Lakewood, CO (Metro)",23086,76,83,77,84,85,98,111,111,97.8,4.236333709
8041,08041,17820,Metro,"Colorado Springs, CO (Metro)",622263,4934,5421,6451,6018,6004,7108,7064,6169,6472.6,10.40171117
8043,08043,15860,Micro,"Cañon City, CO (Micro)",46824,114,154,148,145,118,138,139,124,132.8,2.8361524
8045,08045,24060,Micro,"Glenwood Springs, CO (Micro)",56389,51,51,47,52,61,59,49,44,53,0.939899626
8047,08047,19740,Metro,"Denver-Aurora-Lakewood, CO (Metro)",5441,18,15,8,13,4,10,14,6,9.4,1.727623599
8049,08049,,Nonmetro,,14843,13,18,26,15,7,19,10,14,13,0.875833726
8051,08051,,Nonmetro,,15324,9,11,17,16,11,11,11,8,11.4,0.743931088
8053,08053,,Nonmetro,,843,,2,2,1,3,1,2,1,1.6,1.897983393
8055,08055,,Nonmetro,,6711,6,7,12,10,12,15,14,13,12.8,1.907316346
8057,08057,,Nonmetro,,1394,0,,2,0,2,2,3,2,1.8,1.291248207
8059,08059,19740,Metro,"Denver-Aurora-Lakewood, CO (Metro)",534543,706,679,672,612,521,577,470,444,524.8,0.981773216
8061,08061,,Nonmetro,,1398,,,,,,1,1,,0.4,0.286123033
8063,08063,,Nonmetro,,8270,4,5,2,7,6,4,8,4,5.8,0.701330109
8065,08065,,Nonmetro,,7310,6,12,10,9,4,8,5,5,6.2,0.848153215
8067,08067,20420,Micro,"Durango, CO (Micro)",51334,55,59,54,46,40,56,42,35,43.8,0.853235672
8069,08069,22660,Metro,"Fort Collins, CO (Metro)",299630,496,464,440,400,412,478,533,391,442.8,1.477822648
8071,08071,,Nonmetro,,15507,14,13,17,24,20,25,17,14,20,1.289740117
8073,08073,,Nonmetro,,5467,6,4,8,6,5,2,11,9,6.6,1.207243461
8075,08075,44540,Micro,"Sterling, CO (Micro)",22709,18,21,17,24,26,24,20,18,22.4,0.98639306
8077,08077,24300,Metro,"Grand Junction, CO (Metro)",146723,298,314,338,334,330,368,363,294,337.8,2.302297527
8079,08079,,Nonmetro,,712,3,0,3,0,2,2,1,,1,1.404494382
8081,08081,18780,Micro,"Craig, CO (Micro)",13795,16,17,23,18,19,25,28,19,21.8,1.580282711
8083,08083,,Nonmetro,,25535,40,28,39,41,36,42,43,42,40.8,1.597806932
8085,08085,33940,Micro,"Montrose, CO (Micro)",41276,72,63,77,75,54,66,70,70,67,1.623219304
8087,08087,22820,Micro,"Fort Morgan, CO (Micro)",28159,23,26,22,40,38,40,37,31,37.2,1.32106964
8089,08089,,Nonmetro,,18831,19,15,21,21,23,18,19,28,21.8,1.157665551
8091,08091,,Nonmetro,,4436,3,2,3,4,5,7,7,6,5.8,1.30748422
8093,08093,19740,Metro,"Denver-Aurora-Lakewood, CO (Metro)",16206,52,72,74,59,58,67,53,49,57.2,3.529556954
8095,08095,,Nonmetro,,4442,2,5,3,6,5,4,4,4,4.6,1.035569563
8097,08097,24060,Micro,"Glenwood Springs, CO (Micro)",17148,1,1,4,0,,1,1,1,0.6,0.034989503
8099,08099,,Nonmetro,,12551,5,3,8,6,7,6,9,10,7.6,0.60552944
8101,08101,39380,Metro,"Pueblo, CO (Metro)",159063,347,337,437,471,478,527,583,711,554,3.482896714
8103,08103,,Nonmetro,,6666,10,6,6,10,12,13,13,14,12.4,1.860186019
8105,08105,,Nonmetro,,11982,6,11,15,14,10,8,11,1,8.8,0.734434986
8107,08107,44460,Micro,"Steamboat Springs, CO (Micro)",23509,12,19,14,17,16,14,13,11,14.2,0.604023991
8109,08109,,Nonmetro,,6108,3,7,4,12,1,9,1,7,6,0.982318271
8111,08111,,Nonmetro,,699,0,1,0,3,1,,,1,1,1.430615165
8113,08113,,Nonmetro,,7359,0,4,3,1,3,4,3,,2.2,0.298953662
8115,08115,,Nonmetro,,2379,2,4,4,5,,2,3,3,2.6,1.092896175
8117,08117,14720,Micro,"Breckenridge, CO (Micro)",27994,20,20,19,9,10,18,9,5,10.2,0.364363792
8119,08119,17820,Metro,"Colorado Springs, CO (Metro)",23350,125,123,155,120,111,162,130,119,128.4,5.498929336
8121,08121,,Nonmetro,,4814,1,5,3,3,3,6,7,3,4.4,0.914000831
8123,08123,24540,Metro,"Greeley, CO (Metro)",252825,716,722,685,701,662,711,836,750,732,2.895283299
8125,08125,,Nonmetro,,10043,3,4,5,4,7,1,6,3,4.2,0.418201733
9001,09001,14860,Metro,"Bridgeport-Stamford-Norwalk, CT (Metro)",916829,179,227,192,211,196,228,249,169,210.6,0.229704776
9003,09003,25540,Metro,"Hartford-West Hartford-East Hartford, CT (",894014,339,443,481,435,413,468,535,488,467.8,0.523258025
9005,09005,45860,Micro,"Torrington, CT (Micro)",189927,94,79,102,102,102,148,145,122,123.8,0.651829387
9007,09007,25540,Metro,"Hartford-West Hartford-East Hartford, CT (",165676,99,114,127,121,121,134,133,115,124.8,0.753277481
9009,09009,35300,Metro,"New Haven-Milford, CT (Metro)",862477,306,337,394,403,375,390,443,380,398.2,0.461693471
9011,09011,35980,Metro,"Norwich-New London, CT (Metro)",274055,333,407,479,459,454,514,615,482,504.8,1.841966029
9013,09013,25540,Metro,"Hartford-West Hartford-East Hartford, CT (",152691,101,88,108,109,100,129,123,113,114.8,0.75184523
9015,09015,49340,Metro,"Worcester, MA-CT (Metro)",118428,81,118,135,109,115,117,134,141,123.2,1.040294525
10001,10001,20100,Metro,"Dover, DE (Metro)",162310,509,468,559,586,572,704,768,730,672,4.140225494
10003,10003,37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-M",538479,400,457,430,459,425,458,473,478,458.6,0.851658096
10005,10005,41540,Metro,"Salisbury, MD-DE (Metro)",197145,227,262,319,278,275,366,413,360,338.4,1.716503081
11001,11001,47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-",601723,341,317,367,361,391,475,529,467,444.6,0.738878188
12001,12001,23540,Metro,"Gainesville, FL (Metro)",247336,192,250,293,275,245,288,319,280,281.4,1.137723582
12003,12003,27260,Metro,"Jacksonville, FL (Metro)",27115,35,39,45,65,50,60,94,87,71.2,2.625852849
12005,12005,37460,Metro,"Panama City, FL (Metro)",168852,694,740,911,946,794,1022,1208,1065,1007,5.96380262
12007,12007,,Nonmetro,,28520,20,31,29,33,30,47,48,64,44.4,1.556802244
12009,12009,37340,Metro,"Palm Bay-Melbourne-Titusville, FL (Metro)",543376,1442,1686,1856,1857,1995,2126,2089,2006,2014.6,3.707561615
12011,12011,33100,Metro,"Miami-Fort Lauderdale-West Palm Beach, FL",1748066,1092,1222,1238,1311,1154,1300,1204,969,1187.6,0.679379383
12013,12013,,Nonmetro,,14625,8,7,13,12,5,8,16,20,12.2,0.834188034
12015,12015,39460,Metro,"Punta Gorda, FL (Metro)",159978,330,365,436,384,411,485,512,412,440.8,2.755378865
12017,12017,26140,Metro,"Homosassa Springs, FL (Metro)",141236,269,312,334,382,381,477,469,443,430.4,3.047381687
12019,12019,27260,Metro,"Jacksonville, FL (Metro)",190865,955,1050,1195,1101,1143,1354,1282,1292,1234.4,6.467398423
12021,12021,34940,Metro,"Naples-Immokalee-Marco Island, FL (Metro)",321520,184,201,242,220,207,277,306,220,246,0.7651157
12023,12023,29380,Micro,"Lake City, FL (Micro)",67531,55,87,89,98,110,132,127,150,123.4,1.82730894
12027,12027,11580,Micro,"Arcadia, FL (Micro)",34862,22,15,17,11,22,21,20,27,20.2,0.579427457
12029,12029,,Nonmetro,,16422,10,6,6,6,15,11,19,23,14.8,0.901230057
12031,12031,27260,Metro,"Jacksonville, FL (Metro)",864263,2056,2336,2401,2633,2937,3292,3227,3030,3023.8,3.49870352
12033,12033,37860,Metro,"Pensacola-Ferry Pass-Brent, FL (Metro)",297619,808,954,956,1172,1305,1427,1495,1594,1398.6,4.699296752
12035,12035,19660,Metro,"Deltona-Daytona Beach-Ormond Beach, FL (Me",95696,249,272,275,327,352,381,461,441,392.4,4.100484869
12037,12037,,Nonmetro,,11549,8,9,9,9,9,13,13,18,12.4,1.073686033
12039,12039,45220,Metro,"Tallahassee, FL (Metro)",46389,30,27,39,31,35,36,37,54,38.6,0.832093815
12041,12041,23540,Metro,"Gainesville, FL (Metro)",16939,13,7,23,16,24,19,34,36,25.8,1.523112344
12043,12043,,Nonmetro,,12884,7,8,8,11,14,7,17,19,13.6,1.055572803
12045,12045,37460,Metro,"Panama City, FL (Metro)",15863,25,25,22,21,16,26,40,32,27,1.702074009
12047,12047,,Nonmetro,,14799,7,6,6,9,12,11,13,19,12.8,0.864923306
12049,12049,48100,Micro,"Wauchula, FL (Micro)",27731,8,9,5,10,6,8,9,12,9,0.324546536
12051,12051,17500,Micro,"Clewiston, FL (Micro)",39140,11,16,11,8,13,18,24,43,21.2,0.541645376
12053,12053,45300,Metro,"Tampa-St. Petersburg-Clearwater, FL (Metro",172778,350,454,504,529,577,584,497,538,545,3.154336779
12055,12055,42700,Metro,"Sebring, FL (Metro)",98786,98,109,159,144,167,176,214,193,178.8,1.809973073
12057,12057,45300,Metro,"Tampa-St. Petersburg-Clearwater, FL (Metro",1229226,2552,2911,3127,3282,3491,3626,3491,2887,3355.4,2.729685184
12059,12059,,Nonmetro,,19927,8,8,15,13,27,19,28,26,22.6,1.13413961
12061,12061,42680,Metro,"Sebastian-Vero Beach, FL (Metro)",138028,218,256,271,303,287,297,312,276,295,2.137247515
12063,12063,,Nonmetro,,49746,20,49,28,46,38,37,54,78,50.6,1.017167209
12065,12065,45220,Metro,"Tallahassee, FL (Metro)",14761,8,13,12,19,14,15,16,26,18,1.219429578
12067,12067,,Nonmetro,,8870,2,0,1,3,3,5,8,7,5.2,0.586245772
12069,12069,36740,Metro,"Orlando-Kissimmee-Sanford, FL (Metro)",297052,639,741,846,837,798,909,894,805,848.6,2.856738887
12071,12071,15980,Metro,"Cape Coral-Fort Myers, FL (Metro)",618754,833,885,993,985,958,1121,1164,942,1034,1.671100308
12073,12073,45220,Metro,"Tallahassee, FL (Metro)",275487,220,256,302,293,294,306,304,290,297.4,1.079542773
12075,12075,,Nonmetro,,40801,40,38,53,58,53,70,71,99,70.2,1.720546065
12077,12077,,Nonmetro,,8365,1,1,6,4,2,4,5,4,3.8,0.45427376
12079,12079,,Nonmetro,,19224,8,8,12,8,8,16,18,17,13.4,0.69704536
12081,12081,35840,Metro,"North Port-Sarasota-Bradenton, FL (Metro)",322833,533,574,640,656,645,696,698,662,671.4,2.07971304
12083,12083,36100,Metro,"Ocala, FL (Metro)",331298,478,568,669,778,822,892,941,1023,891.2,2.690025294
12085,12085,38940,Metro,"Port St. Lucie, FL (Metro)",146318,144,180,152,159,127,148,184,127,149,1.018329939
12086,12086,66200,Metro,"Miami-Fort Lauderdale-West Palm Beach, FL",2496435,665,736,747,793,722,765,827,773,776,0.310843262
12087,12087,28580,Micro,"Key West, FL (Micro)",73090,118,115,101,118,114,167,227,140,153.2,2.096045971
12089,12089,27260,Metro,"Jacksonville, FL (Metro)",73314,292,358,413,436,391,481,517,580,481,6.56082058
12091,12091,18880,Metro,"Crestview-Fort Walton Beach-Destin, FL (Me",180822,1601,1628,1988,2218,2437,2787,3027,2904,2674.6,14.79134176
12093,12093,36380,Micro,"Okeechobee, FL (Micro)",39996,12,28,37,28,38,32,33,47,35.6,0.890089009
12095,12095,36740,Metro,"Orlando-Kissimmee-Sanford, FL (Metro)",1145956,1272,1327,1429,1411,1462,1462,1389,1055,1355.8,1.183116978
12097,12097,36740,Metro,"Orlando-Kissimmee-Sanford, FL (Metro)",268685,579,612,714,732,742,864,845,773,791.2,2.944712209
12099,12099,33100,Metro,"Miami-Fort Lauderdale-West Palm Beach, FL",1320134,908,972,999,963,909,980,939,767,911.6,0.690535961
12101,12101,45300,Metro,"Tampa-St. Petersburg-Clearwater, FL (Metro",464697,1014,1178,1300,1368,1409,1649,1633,1581,1528,3.288164116
12103,12103,45300,Metro,"Tampa-St. Petersburg-Clearwater, FL (Metro",916542,1079,1268,1368,1274,1271,1329,1082,907,1172.6,1.279373995
12105,12105,29460,Metro,"Lakeland-Winter Haven, FL (Metro)",602095,798,1004,1253,1300,1370,1463,1551,1614,1459.6,2.424202161
12107,12107,37260,Micro,"Palatka, FL (Micro)",74364,48,62,62,66,67,113,108,113,93.4,1.255984078
12109,12109,27260,Metro,"Jacksonville, FL (Metro)",190039,692,767,940,959,1018,1262,1242,1052,1106.6,5.823015276
12111,12111,38940,Metro,"Port St. Lucie, FL (Metro)",277789,480,550,627,606,619,731,751,774,696.2,2.506218749
12113,12113,37860,Metro,"Pensacola-Ferry Pass-Brent, FL (Metro)",151372,1189,1429,1631,1783,1761,2131,2209,1921,1961,12.95483973
12115,12115,35840,Metro,"North Port-Sarasota-Bradenton, FL (Metro)",379448,472,482,526,513,537,607,566,427,530,1.396765828
12117,12117,36740,Metro,"Orlando-Kissimmee-Sanford, FL (Metro)",422718,470,551,559,554,581,611,569,434,549.8,1.300630681
12119,12119,45540,Metro,"The Villages, FL (Metro)",93420,142,159,173,211,179,195,255,224,212.8,2.277884821
12121,12121,,Nonmetro,,41551,29,32,44,50,49,39,62,68,53.6,1.289980987
12123,12123,,Nonmetro,,22570,12,13,8,23,23,28,21,32,25.4,1.125387683
12125,12125,,Nonmetro,,15535,7,8,17,12,9,10,15,12,11.6,0.746700998
12127,12127,19660,Metro,"Deltona-Daytona Beach-Ormond Beach, FL (Me",494593,823,960,1081,1039,1115,1201,1250,1193,1159.6,2.344554007
12129,12129,45220,Metro,"Tallahassee, FL (Metro)",30776,42,67,67,78,80,90,110,130,97.6,3.171302313
12131,12131,18880,Metro,"Crestview-Fort Walton Beach-Destin, FL (Me",55043,187,218,234,255,260,342,345,343,309,5.613792853
12133,12133,,Nonmetro,,24896,12,25,38,42,37,30,32,46,37.4,1.502249357
13001,13001,,Nonmetro,,18236,12,9,6,6,6,7,6,13,7.6,0.416758061
13003,13003,,Nonmetro,,8375,1,1,0,,1,1,4,3,1.8,0.214925373
13005,13005,,Nonmetro,,11096,3,3,2,1,3,4,7,2,3.4,0.306416727
13007,13007,10500,Metro,"Albany, GA (Metro)",3451,0,0,,2,1,2,,2,1.4,0.405679513
13009,13009,33300,Micro,"Milledgeville, GA (Micro)",45720,18,25,33,41,24,37,40,37,35.8,0.783027122
13011,13011,,Nonmetro,,18395,13,8,12,22,15,23,25,33,23.6,1.282957325
13013,13013,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",69367,103,150,140,163,180,171,147,154,163,2.34982052
13015,13015,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",100157,104,151,172,208,178,213,186,190,195,1.946943299
13017,13017,22340,Micro,"Fitzgerald, GA (Micro)",17634,5,7,10,5,10,12,10,17,10.8,0.612453215
13019,13019,,Nonmetro,,19286,23,22,28,33,47,42,45,52,43.8,2.271077466
13021,13021,31420,Metro,"Macon, GA (Metro)",155547,93,141,147,139,146,193,229,251,191.6,1.231782034
13023,13023,,Nonmetro,,13063,9,6,7,11,11,16,14,14,13.2,1.010487637
13025,13025,15260,Metro,"Brunswick, GA (Metro)",18411,9,5,9,10,14,14,21,15,14.8,0.803867253
13027,13027,46660,Metro,"Valdosta, GA (Metro)",16243,14,3,15,9,15,9,16,13,12.4,0.763405775
13029,13029,42340,Metro,"Savannah, GA (Metro)",30233,386,395,459,461,487,573,656,549,545.2,18.0332749
13031,13031,44340,Micro,"Statesboro, GA (Micro)",70217,61,81,95,107,107,117,135,171,127.4,1.814375436
13033,13033,12260,Metro,"Augusta-Richmond County, GA-SC (Metro)",23316,10,21,15,21,18,26,33,33,26.2,1.123691885
13035,13035,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",23655,20,24,20,27,26,32,55,55,39,1.648700063
13037,13037,,Nonmetro,,6694,1,,2,2,,1,3,1,1.4,0.209142516
13039,13039,41220,Micro,"St. Marys, GA (Micro)",50513,333,398,514,507,504,650,693,705,611.8,12.11173361
13043,13043,,Nonmetro,,10998,7,8,4,10,5,6,7,6,6.8,0.618294235
13045,13045,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",110527,80,125,125,126,168,174,203,204,175,1.583323532
13047,13047,16860,Metro,"Chattanooga, TN-GA (Metro)",63942,71,101,107,105,90,94,101,94,96.8,1.513871946
13049,13049,,Nonmetro,,12171,8,8,6,5,9,21,17,28,16,1.314600279
13051,13051,42340,Metro,"Savannah, GA (Metro)",265128,781,826,781,884,909,968,1170,1007,987.6,3.724993211
13053,13053,17980,Metro,"Columbus, GA-AL (Metro)",11267,7,6,3,4,7,6,5,11,6.6,0.585781486
13055,13055,44900,Micro,"Summerville, GA (Micro)",26015,7,9,11,8,12,13,13,22,13.6,0.522775322
13057,13057,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",214346,404,496,484,463,458,533,446,409,461.8,2.154460545
13059,13059,12020,Metro,"Athens-Clarke County, GA (Metro)",116714,46,52,72,57,61,63,49,43,54.6,0.467810203
13061,13061,,Nonmetro,,3183,0,1,1,2,2,2,5,3,2.8,0.879673264
13063,13063,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",259424,159,241,288,328,344,333,270,286,312.2,1.203435303
13065,13065,,Nonmetro,,6798,1,0,3,1,1,1,5,2,2,0.294204178
13067,13067,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",688078,819,917,947,850,802,899,813,676,808,1.174285473
13069,13069,20060,Micro,"Douglas, GA (Micro)",42356,13,17,26,18,14,18,22,25,19.4,0.458022476
13071,13071,34220,Micro,"Moultrie, GA (Micro)",45498,11,15,14,20,11,18,21,24,18.8,0.413204976
13073,13073,12260,Metro,"Augusta-Richmond County, GA-SC (Metro)",124053,1303,1383,1457,1554,1597,1680,1857,1462,1630,13.13954519
13075,13075,,Nonmetro,,17212,12,18,18,15,19,23,27,36,24,1.394376017
13077,13077,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",127317,313,334,346,378,331,437,412,361,383.8,3.014522805
13079,13079,31420,Metro,"Macon, GA (Metro)",12630,9,13,11,9,8,14,12,9,10.4,0.823436263
13081,13081,18380,Micro,"Cordele, GA (Micro)",23439,4,6,17,12,19,12,13,16,14.4,0.614360681
13083,13083,16860,Metro,"Chattanooga, TN-GA (Metro)",16633,8,12,17,20,14,21,17,23,19,1.142307461
13085,13085,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",22330,38,52,46,36,63,66,72,33,54,2.418271384
13087,13087,12460,Micro,"Bainbridge, GA (Micro)",27842,11,8,12,19,19,18,21,24,20.2,0.725522592
13089,13089,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",691893,323,468,530,522,526,557,531,468,520.8,0.752717544
13091,13091,,Nonmetro,,21796,4,7,8,6,13,11,12,15,11.4,0.523031749
13093,13093,,Nonmetro,,14918,1,3,2,5,6,5,4,3,4.6,0.308352326
13095,13095,10500,Metro,"Albany, GA (Metro)",94565,46,59,57,77,72,93,101,113,91.2,0.96441601
13097,13097,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",132403,151,231,287,287,294,300,283,260,284.8,2.151008663
13099,13099,,Nonmetro,,11008,0,3,4,1,3,6,9,4,4.6,0.417877907
13101,13101,46660,Metro,"Valdosta, GA (Metro)",4034,,0,0,1,1,1,,3,1.2,0.297471492
13103,13103,42340,Metro,"Savannah, GA (Metro)",52250,292,314,291,347,323,377,431,435,382.6,7.322488038
13105,13105,,Nonmetro,,20166,9,7,11,13,15,6,12,11,11.4,0.565307944
13107,13107,,Nonmetro,,22598,4,5,9,17,9,20,13,11,14,0.619523852
13109,13109,,Nonmetro,,11000,2,2,2,7,8,8,7,8,7.6,0.690909091
13111,13111,,Nonmetro,,23682,25,33,30,32,31,37,30,22,30.4,1.283675365
13113,13113,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",106567,226,267,252,301,275,300,292,246,282.8,2.653729579
13115,13115,40660,Metro,"Rome, GA (Metro)",96317,72,56,71,80,87,85,92,98,88.4,0.917802672
13117,13117,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",175511,279,292,312,303,291,304,265,185,269.6,1.536086057
13119,13119,,Nonmetro,,22084,8,17,11,20,15,23,30,29,23.4,1.059590654
13121,13121,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",920581,587,694,740,802,788,929,800,734,810.6,0.880530882
13123,13123,,Nonmetro,,28292,29,43,56,52,39,55,47,38,46.2,1.632970451
13125,13125,,Nonmetro,,3082,0,,0,,1,,4,3,1.6,0.519143413
13127,13127,15260,Metro,"Brunswick, GA (Metro)",79626,134,180,199,162,184,205,251,214,203.2,2.551930274
13129,13129,15660,Micro,"Calhoun, GA (Micro)",55186,43,53,46,57,59,69,60,75,64,1.15971442
13131,13131,,Nonmetro,,25011,5,10,8,9,14,14,22,21,16,0.639718524
13133,13133,,Nonmetro,,15994,8,10,13,12,19,17,25,22,19,1.18794548
13135,13135,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",805321,922,1069,1081,1004,964,1099,971,727,953,1.18337905
13137,13137,18460,Micro,"Cornelia, GA (Micro)",43041,38,34,35,46,50,45,57,65,52.6,1.222090565
13139,13139,23580,Metro,"Gainesville, GA (Metro)",179684,188,204,242,219,205,291,310,240,253,1.408027426
13141,13141,33300,Micro,"Milledgeville, GA (Micro)",9429,5,1,2,4,7,3,2,2,3.6,0.381800827
13143,13143,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",28780,25,30,16,28,35,30,45,56,38.8,1.348158443
13145,13145,17980,Metro,"Columbus, GA-AL (Metro)",32024,125,147,157,193,164,247,291,225,224,6.994753935
13147,13147,,Nonmetro,,25213,8,19,24,28,24,30,29,37,29.6,1.173997541
13149,13149,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",11834,8,6,8,11,6,8,6,14,9,0.760520534
13151,13151,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",203922,511,684,789,766,794,848,900,802,822,4.030953011
13153,13153,47580,Metro,"Warner Robins, GA (Metro)",139900,705,832,912,950,1047,1155,1213,1027,1078.4,7.708363117
13155,13155,,Nonmetro,,9538,2,2,2,4,3,2,8,7,4.8,0.503250157
13157,13157,27600,Micro,"Jefferson, GA (Micro)",60485,83,144,161,158,167,203,190,153,174.2,2.880052906
13159,13159,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",13900,9,11,8,17,20,16,27,24,20.8,1.496402878
13161,13161,,Nonmetro,,15068,8,7,5,7,8,8,10,6,7.8,0.517653305
13163,13163,,Nonmetro,,16930,5,6,7,8,8,8,14,20,11.6,0.685174247
13165,13165,,Nonmetro,,8340,2,2,4,1,2,2,4,7,3.2,0.383693046
13167,13167,20140,Micro,"Dublin, GA (Micro)",9980,4,2,1,6,7,3,,2,3.6,0.360721443
13169,13169,31420,Metro,"Macon, GA (Metro)",28669,17,21,28,27,28,34,51,55,39,1.36035439
13171,13171,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",18317,10,24,25,21,15,29,44,44,30.6,1.670579243
13173,13173,46660,Metro,"Valdosta, GA (Metro)",10078,44,56,40,64,70,77,101,113,85,8.434213138
13175,13175,20140,Micro,"Dublin, GA (Micro)",48434,35,28,37,53,40,43,43,46,45,0.929099393
13177,13177,10500,Metro,"Albany, GA (Metro)",28298,64,83,95,81,77,113,121,129,104.2,3.682239027
13179,13179,25980,Metro,"Hinesville, GA (Metro)",63453,400,447,551,550,636,645,1083,1039,790.6,12.45961578
13181,13181,12260,Metro,"Augusta-Richmond County, GA-SC (Metro)",7996,5,9,2,6,8,4,17,10,9,1.125562781
13183,13183,25980,Metro,"Hinesville, GA (Metro)",14464,143,159,170,183,217,308,443,579,346,23.92146018
13185,13185,46660,Metro,"Valdosta, GA (Metro)",109233,296,291,400,423,489,588,783,723,601.2,5.50383126
13187,13187,,Nonmetro,,29966,32,39,40,51,57,54,72,58,58.4,1.948875392
13189,13189,12260,Metro,"Augusta-Richmond County, GA-SC (Metro)",21875,15,35,22,19,28,35,40,48,34,1.554285714
13191,13191,15260,Metro,"Brunswick, GA (Metro)",14333,11,14,21,22,18,30,22,47,27.8,1.93957999
13193,13193,,Nonmetro,,14740,3,4,4,2,3,4,7,2,3.6,0.244233379
13195,13195,12020,Metro,"Athens-Clarke County, GA (Metro)",28120,18,23,33,24,24,38,45,37,33.6,1.19487909
13197,13197,17980,Metro,"Columbus, GA-AL (Metro)",8742,3,8,4,5,8,7,7,12,7.8,0.892244338
13199,13199,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",21992,20,17,19,25,22,20,26,29,24.4,1.109494362
13201,13201,,Nonmetro,,6125,3,0,1,5,2,2,7,4,4,0.653061224
13205,13205,,Nonmetro,,23498,6,4,3,8,13,8,11,8,9.6,0.408545408
13207,13207,31420,Metro,"Macon, GA (Metro)",26424,33,32,25,25,29,54,52,68,45.6,1.725703906
13209,13209,47080,Micro,"Vidalia, GA (Micro)",9123,3,4,4,6,3,4,4,4,4.2,0.460374877
13211,13211,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",17868,6,5,20,18,17,22,17,17,18.2,1.018580703
13213,13213,19140,Metro,"Dalton, GA (Metro)",39628,12,9,15,17,22,18,20,26,20.6,0.51983446
13215,13215,17980,Metro,"Columbus, GA-AL (Metro)",189885,464,424,518,594,767,767,924,848,780,4.107749427
13217,13217,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",99958,154,159,207,249,233,267,283,235,253.4,2.535064727
13219,13219,12020,Metro,"Athens-Clarke County, GA (Metro)",32808,36,50,50,33,42,43,45,23,37.2,1.133869788
13221,13221,12020,Metro,"Athens-Clarke County, GA (Metro)",14899,9,14,16,19,9,16,19,30,18.6,1.248405933
13223,13223,12060,Metro,"Atlanta-Sandy Springs-Roswell, GA (Metro)",142324,340,405,468,532,480,508,499,411,486,3.414743824
